"NUTS_ID","year","natura2000","area","pop","GDPcap","tour","unemp","propFV_TOT","ALP","ATL","BLK","BOR","CON","MED","PAN","STE","CF","EFT"
"DEF0",2013,14.5796134383818,15799.6,180.1,27200,21452891,4.9,0.171648329895242,0,56,0,0,43,0,0,0,31.744446427906,3499.27477048862
"DEG0",2009,22.0599265825872,16172.1,139.7,19360.7029733474,7290839,10.7,0.337758690589338,0,0,0,0,100,0,0,0,55.835795641521,6436.90080329786
"DEG0",2010,22.0601143686174,16172.4,138.7,20600,7269156,8.6,0.337758690589338,0,0,0,0,100,0,0,0,55.8359834275512,6342.46340676397
"DEG0",2011,22.0112602978212,16172.5,137.8,21900,7445097,7.6,0.337758690589338,0,0,0,0,100,0,0,0,55.787129356755,6169.90057348015
"DEG0",2012,22.0115558919136,16172.5,137,22400,7596210,7.2,0.337758690589338,0,0,0,0,100,0,0,0,55.7874249508474,6164.01142428359
"DEG0",2013,22.0114709170082,16172.5,136.3,22700,7496555,6,0.337758690589338,0,0,0,0,100,0,0,0,55.787339975942,6149.58688077405
"DK01",2009,18.6678443076185,2561.3,652.5,36700,6933773,6.2,0.00791477788674585,0,0,0,0,100,0,0,0,19.4593220962931,2243.32302592131
"DK01",2010,18.6698752190664,2561.3,659.8,40200,7504098,7.9,0.00791477788674585,0,0,0,0,100,0,0,0,19.461353007741,2210.63392673778
"DK01",2011,18.6704839303192,2546.2,670.4,40200,8215682,8.1,0.00791477788674585,0,0,0,0,100,0,0,0,19.4619617189938,2152.43856702458
"DK01",2012,18.6671595118705,2546.3,676.8,41200,8616599,8.2,0.00791477788674585,0,0,0,0,100,0,0,0,19.4586373005451,2150.0053592226
"DK01",2013,18.6673994274402,2553.2,681.8,41200,9046543,7.4,0.00791477788674585,0,0,0,0,100,0,0,0,19.4588772161148,2145.00379646022
"DK02",2009,12.0855548563058,7273.2,112.9,20500,2959541,5.3,0.0070262575063664,0,0,0,0,100,0,0,0,12.7881806069424,1474.25587968757
"DK02",2010,12.0865305193619,7273.2,112.8,22000,2819264,6.8,0.0070262575063664,0,0,0,0,100,0,0,0,12.7891562699985,1452.7326406116
"DK02",2011,12.0897584497672,7217.7,113.4,22300,2760033,7.2,0.0070262575063664,0,0,0,0,100,0,0,0,12.7923842004038,1414.80193593602
"DK02",2012,12.0893477710018,7217.8,113.2,22700,2646810,6.4,0.0070262575063664,0,0,0,0,100,0,0,0,12.7919735216384,1413.39864666607
"DK02",2013,12.089311913869,7222.6,113.1,23100,2662486,6.8,0.0070262575063664,0,0,0,0,100,0,0,0,12.7919376645056,1410.08931551939
"DK03",2009,12.6625090759171,12206.2,98.3,26400,7939723,6,0.0216576850887418,0,49,0,0,50,0,0,0,14.8282775847913,1709.44375020401
"DK03",2010,12.6632758748562,12206.2,98.3,28200,8199896,7.6,0.0216576850887418,0,49,0,0,50,0,0,0,14.8290443837304,1684.44550606196
"DK03",2011,12.6978079178563,12321.6,97.5,29000,8243424,7.7,0.0216576850887418,0,49,0,0,50,0,0,0,14.8635764267305,1643.87000687545
"DK03",2012,12.6977807704316,12256.5,98,29300,7953000,7.9,0.0216576850887418,0,49,0,0,50,0,0,0,14.8635492793058,1642.2892371133
"DK03",2013,12.6977183739626,12256,98.1,29600,8007168,7.2,0.0216576850887418,0,49,0,0,50,0,0,0,14.8634868828368,1638.44169621043
"DK04",2009,9.8051725578996,13124.3,95.3,27800,4231620,5.8,0.00832430303180793,0,45,0,0,55,0,0,0,10.6376028610804,1226.33148887617
"DK04",2010,9.8048087337082,13124.3,95.8,28400,4259807,7.2,0.00832430303180793,0,45,0,0,55,0,0,0,10.637239036889,1208.29427904694
"DK04",2011,9.80516105514159,13000.4,97.2,29700,4388644,6.7,0.00832430303180793,0,45,0,0,55,0,0,0,10.6375913583224,1176.48787057034
"DK04",2012,9.80487722830243,13000.2,97.7,29900,4316489,6.8,0.00832430303180793,0,45,0,0,55,0,0,0,10.6373075314832,1175.3273287923
"DK04",2013,9.80484789290044,13005.7,98,30100,4414072,6.5,0.00832430303180793,0,45,0,0,55,0,0,0,10.6372781960812,1172.57547088595
"DK05",2009,17.0686768765339,7933.3,73.1,26300,4426806,6.9,0.0118397092839692,0,20,0,0,79,0,0,0,18.2526478049308,2104.21436585571
"DK05",2010,17.0676192211948,7933.3,73.1,27300,4363882,7.4,0.0118397092839692,0,20,0,0,79,0,0,0,18.2515901495917,2073.21579263024
"DK05",2011,17.068070187614,7873.2,73.7,27700,4603303,8,0.0118397092839692,0,20,0,0,79,0,0,0,18.2520411160109,2018.62473024386
"DK05",2012,17.0673932198087,7874,73.7,28100,4507337,7.9,0.0118397092839692,0,20,0,0,79,0,0,0,18.2513641482056,2016.61247525623
"DK05",2013,17.0674133366419,7878.6,73.7,28500,4370568,6.4,0.0118397092839692,0,20,0,0,79,0,0,0,18.2513842650388,2011.89863651235
"EE00",2009,23.1966576216215,45227,30.7,15200,4122526,13.5,0.278944084460841,0,0,0,100,0,0,0,0,51.0910660677056,5889.91560761432
"EE00",2010,23.5737206269052,45227,30.7,16100,4700680,16.7,0.278944084460841,0,0,0,100,0,0,0,0,51.4681290729893,5846.31460254655
"EE00",2011,23.1986506458191,45227,30.6,17800,5399392,12.3,0.278944084460841,0,0,0,100,0,0,0,0,51.0930590919032,5650.74952281656
"EE00",2012,23.1973938971125,45227,30.5,18800,5544537,10,0.278944084460841,0,0,0,100,0,0,0,0,51.0918023431966,5645.18712968341
"EE00",2013,23.1986502927676,45227,30.3,19500,5734033,8.6,0.278944084460841,0,0,0,100,0,0,0,0,51.0930587388517,5632.12377314562
"EL30",2009,11.5849495794114,3808,1051.3,30800,7474861,9.1,0,0,0,0,0,0,100,0,0,11.5849495794114,1335.54416834396
"EL30",2010,14.1954750238842,3808,1050.4,29900,7169313,12.6,0,0,0,0,0,0,100,0,0,14.1954750238842,1612.47774918193
"EL30",2011,14.3675681292351,3808,1045.3,27500,7362512,18,0,0,0,0,0,0,100,0,0,14.3675681292351,1589.0128755899
"EL30",2012,14.3675681292351,3808,1034.8,26900,6133202,25.8,0,0,0,0,0,0,100,0,0,14.3675681292351,1587.48775670874
"EL30",2013,14.3675681584316,3808,1021.6,26100,6877336,28.7,0,0,0,0,0,0,100,0,0,14.3675681584316,1583.77525606742
"EL41",2009,40.3564156967479,3836,52.3,18200,2147143,6.6,0,0,0,0,0,0,98,0,0,40.3564156967479,4652.39622059664
"EL41",2010,56.9245793087998,3836,52.4,17500,1941979,9.4,0,0,0,0,0,0,98,0,0,56.9245793087998,6466.11806667575
"EL41",2011,57.4140829050409,3836,52.5,15600,1909342,15,0,0,0,0,0,0,98,0,0,57.4140829050409,6349.83708834188
"EL41",2012,57.4140829050409,3836,52.3,15000,1722967,21.8,0,0,0,0,0,0,98,0,0,57.4140829050409,6343.74257735051
"EL41",2013,57.4140828532307,3836,52.1,15300,2048267,22,0,0,0,0,0,0,98,0,0,57.4140828532307,6328.90707529993
"EL42",2009,38.1525119704952,5286,62.9,24700,18372194,12.3,0,0,0,0,0,0,97,0,0,38.1525119704952,4398.32426723922
"EL42",2010,45.4604097640706,5286,63.1,23500,19187454,14.6,0,0,0,0,0,0,97,0,0,45.4604097640706,5163.89195077456
"EL42",2011,46.6264897290455,5286,63.3,20800,20802616,15.2,0,0,0,0,0,0,97,0,0,46.6264897290455,5156.75943601443
"EL42",2012,46.6264897300102,5286,63.3,20200,19772657,15.4,0,0,0,0,0,0,97,0,0,46.6264897300102,5151.81002928974
"EL42",2013,46.626489682251,5286,63.3,20300,21741628,21.3,0,0,0,0,0,0,97,0,0,46.626489682251,5139.76198489065
"EL43",2009,42.0762255463015,8336,74.5,19800,19187154,9,0,0,0,0,0,0,100,0,0,42.0762255463015,4850.66052891213
"EL43",2010,42.1743076192344,8336,75,18700,19879156,12,0,0,0,0,0,0,100,0,0,42.1743076192344,4790.62042719595
"EL43",2011,42.7370523283122,8336,75.4,16900,21765012,15.8,0,0,0,0,0,0,100,0,0,42.7370523283122,4726.59853105305
"EL43",2012,42.7370523289761,8336,75.6,16100,18980015,22.3,0,0,0,0,0,0,100,0,0,42.7370523289761,4722.06198848783
"EL43",2013,42.7370522164384,8336,75.6,16700,21675759,24.9,0,0,0,0,0,0,100,0,0,42.7370522164384,4711.01894706761
"EL51",2009,29.702326485249,14157,43.3,16300,1911480,11.1,0.00612669101526088,0,0,0,0,0,100,0,0,30.3149955867751,3494.79428389082
"EL51",2010,43.0686246720106,14157,43.4,16200,1726488,14.5,0.00612669101526088,0,0,0,0,0,100,0,0,43.6812937735367,4961.80044322565
"EL51",2011,43.3413275352706,14157,43.5,14400,1689396,20.2,0.00612669101526088,0,0,0,0,0,100,0,0,43.9539966367967,4861.18917002994
"EL51",2012,43.3413275381945,14157,43.5,13700,1979378,22.8,0.00612669101526088,0,0,0,0,0,100,0,0,43.9539966397206,4856.52344894698
"EL51",2013,43.341327358834,14157,43.3,13900,2492241,26.8,0.00612669101526088,0,0,0,0,0,100,0,0,43.9539964603601,4845.16594816645
"EL52",2009,27.4269486006253,19147,101.6,18100,9943723,10.1,0.002178627775033,0,0,0,0,0,100,0,0,27.6448113781286,3186.96826153163
"EL52",2010,45.2207434321685,19147,101.9,17200,9652380,13.7,0.002178627775033,0,0,0,0,0,100,0,0,45.4386062096718,5161.41526392456
"EL52",2011,45.2587461418805,19147,101.9,15900,9906253,19.7,0.002178627775033,0,0,0,0,0,100,0,0,45.4766089193838,5029.58583255483
"EL52",2012,45.2587461411042,19147,101.5,15300,12432494,26.2,0.002178627775033,0,0,0,0,0,100,0,0,45.4766089186075,5024.7584856077
"EL52",2013,45.2587461559226,19147,101,15100,12940769,30.2,0.002178627775033,0,0,0,0,0,100,0,0,45.4766089334259,5013.00757124629
"EL53",2009,13.5310508372044,9451,31,20700,511211,12.4,0,0,0,0,0,0,100,0,0,13.5310508372044,1559.89595926339
"EL53",2010,17.6275224485587,9451,30.9,19100,448002,15.4,0,0,0,0,0,0,100,0,0,17.6275224485587,2002.3273383724
"EL53",2011,17.8008193979249,9451,30.8,17200,409874,23.1,0,0,0,0,0,0,100,0,0,17.8008193979249,1968.72086945579
"EL53",2012,17.8008193984548,9451,30.5,16800,331998,29.7,0,0,0,0,0,0,100,0,0,17.8008193984548,1966.83131064678
"EL53",2013,17.800819335728,9451,30.2,16400,377928,31.6,0,0,0,0,0,0,100,0,0,17.800819335728,1962.23166584442
"EL54",2009,30.1252336032519,9203,38,15800,1650669,11.2,0,0,0,0,0,0,100,0,0,30.1252336032519,3472.91801168691
"EL54",2010,44.7972865808097,9203,38.1,15600,1699546,12.6,0,0,0,0,0,0,100,0,0,44.7972865808097,5088.56714648476
"EL54",2011,44.7756399016777,9203,38.1,14300,1697677,16.5,0,0,0,0,0,0,100,0,0,44.7756399016777,4952.06061850986
"EL54",2012,44.7756399014747,9203,37.9,13700,1336119,22.5,0,0,0,0,0,0,100,0,0,44.7756399014747,4947.30767956168
"EL54",2013,44.7756397689318,9203,37.7,14600,1453547,27.4,0,0,0,0,0,0,100,0,0,44.7756397689318,4935.73787565479
"EL61",2009,41.2745059584939,14037,53.3,16900,3112702,9.2,0,0,0,0,0,0,100,0,0,41.2745059584939,4758.23613700572
"EL61",2010,48.9904083916988,14037,53.4,15900,2868717,12.1,0,0,0,0,0,0,100,0,0,48.9904083916988,5564.8679119253
"EL61",2011,48.9874703624678,14037,53.3,14500,2707857,16.8,0,0,0,0,0,0,100,0,0,48.9874703624678,5417.87729477667
"EL61",2012,48.9874703623548,14037,53.1,14300,2505291,22.6,0,0,0,0,0,0,100,0,0,48.9874703623548,5412.67726958819
"EL61",2013,48.9874704620817,14037,52.8,15000,2620755,25.4,0,0,0,0,0,0,100,0,0,48.9874704620817,5400.01917649842
"EL62",2009,10.6717196048231,2307,90.7,21500,12441689,9.5,0,0,0,0,0,0,98,0,0,10.6717196048231,1230.26455891986
"EL62",2010,20.1393670226847,2307,90.9,20700,11872315,14.6,0,0,0,0,0,0,98,0,0,20.1393670226847,2287.65019501276
"EL62",2011,20.2195863977288,2307,91,18100,12333328,14.1,0,0,0,0,0,0,98,0,0,20.2195863977288,2236.22973881829
"EL62",2012,20.2195863973624,2307,90.8,18000,9553714,14.7,0,0,0,0,0,0,98,0,0,20.2195863973624,2234.08342753662
"EL62",2013,20.2195860618799,2307,90.5,18100,10588296,18.1,0,0,0,0,0,0,98,0,0,20.2195860618799,2228.85875602673
"EL63",2009,16.6547477546875,11350,62.6,17000,2000156,9.7,0,0,0,0,0,0,100,0,0,16.6547477546875,1920.00414732428
"EL63",2010,24.7980787023122,11350,62.5,16900,1888327,11.9,0,0,0,0,0,0,100,0,0,24.7980787023122,2816.83776433426
"EL63",2011,24.9755395194067,11350,62.3,15300,1849907,17.6,0,0,0,0,0,0,100,0,0,24.9755395194067,2762.224860475
"EL63",2012,24.9755395194067,11350,61.9,15000,1571623,25.6,0,0,0,0,0,0,100,0,0,24.9755395194067,2759.57370430539
"EL63",2013,24.9755394690699,11350,61.5,15100,1649153,28.4,0,0,0,0,0,0,100,0,0,24.9755394690699,2753.12015101421
"EL64",2009,13.3578666425173,15549,36.2,20000,2476864,10.5,0,0,0,0,0,0,100,0,0,13.3578666425173,1539.93081917554
"EL64",2010,24.5390914150325,15549,36.3,19100,2382904,12.5,0,0,0,0,0,0,100,0,0,24.5390914150325,2787.41914767248
"EL64",2011,24.5017321628377,15549,36.4,17400,2052362,19,0,0,0,0,0,0,100,0,0,24.5017321628377,2709.82309120096
"EL64",2012,24.501732163041,15549,36.3,16900,1486993,27.9,0,0,0,0,0,0,100,0,0,24.501732163041,2707.22222975497
"EL64",2013,24.5017321621619,15549,36.3,16500,1528113,28.2,0,0,0,0,0,0,100,0,0,24.5017321621619,2700.89111123865
"EL65",2009,20.9832330764541,15490,38,18400,3132900,7.9,0,0,0,0,0,0,100,0,0,20.9832330764541,2419.00358531247
"EL65",2010,25.3227661453458,15490,38.1,17400,3027239,9.6,0,0,0,0,0,0,100,0,0,25.3227661453458,2876.43751888586
"EL65",2011,25.5275455128446,15490,38.1,16100,3065040,13.8,0,0,0,0,0,0,100,0,0,25.5275455128446,2823.27518040986
"EL65",2012,25.5275455128551,15490,38,15500,2760221,19.2,0,0,0,0,0,0,100,0,0,25.5275455128551,2820.56542874664
"EL65",2013,25.5275454687163,15490,37.9,15900,3111653,21.9,0,0,0,0,0,0,100,0,0,25.5275454687163,2813.96924070012
"ES11",2009,14.1973744861818,29574.4,94.4,21700,8866204,12.4,0.0695409036777888,0,83,0,0,0,17,0,0,21.1514648539607,2438.39779741835
"ES11",2010,14.4404113766264,29574.4,94.5,21900,9654775,15.3,0.0695409036777888,0,83,0,0,0,17,0,0,21.3945017444053,2430.22216302333
"ES11",2011,14.5011164464161,29574.4,94.5,21700,8538669,17.3,0.0695409036777888,0,83,0,0,0,17,0,0,21.455206814195,2372.88590313543
"ES11",2012,14.5325146290846,29574.4,94.3,21900,7946703,20.5,0.0695409036777888,0,83,0,0,0,17,0,0,21.4866049968635,2374.07764897604
"ES11",2013,14.531551863043,29574.4,93.9,22100,8049132,22,0.0695409036777888,0,83,0,0,0,17,0,0,21.4856422308219,2368.41949525908
"ES12",2009,33.551027568243,10603.6,101.8,22400,4486497,13.4,0.112915805890928,0,100,0,0,0,0,0,0,44.8426081573358,5169.57656201607
"ES12",2010,33.7730235954428,10603.6,101.8,22600,4552217,15.9,0.112915805890928,0,100,0,0,0,0,0,0,45.0646041845356,5118.93201185541
"ES12",2011,35.6127059734896,10603.6,101.7,22600,4618127,17.8,0.112915805890928,0,100,0,0,0,0,0,0,46.9042865625824,5187.48298931988
"ES12",2012,31.908263303473,10603.6,101.3,22500,4265885,21.8,0.112915805890928,0,100,0,0,0,0,0,0,43.1998438925658,4773.19631647559
"ES12",2013,35.6732430824101,10603.6,100.5,22300,4185965,24.1,0.112915805890928,0,100,0,0,0,0,0,0,46.9648236715029,5177.05744049977
"ES13",2009,40.5702492050684,5321.3,111.5,23100,4478407,12,0.132219663322941,0,98,0,0,0,2,0,0,53.7922155373625,6201.31138860562
"ES13",2010,40.5935903396807,5321.3,112.1,23100,4366918,13.7,0.132219663322941,0,98,0,0,0,2,0,0,53.8155566719748,6112.96117582508
"ES13",2011,40.4885905033173,5321.3,112.5,23000,4298005,15.3,0.132219663322941,0,98,0,0,0,2,0,0,53.7105568356114,5940.23745697269
"ES13",2012,40.4879570436466,5321.3,112.4,23100,4100291,17.8,0.132219663322941,0,98,0,0,0,2,0,0,53.7099233759407,5934.46608403935
"ES13",2013,40.4886541181839,5321.3,111.9,22900,4041240,20.4,0.132219663322941,0,98,0,0,0,2,0,0,53.710620450478,5920.66456337465
"ES21",2009,22.6309297716897,7235.2,302.4,31600,4635002,11.3,0.11879433212365,0,83,0,0,0,17,0,0,34.5103629840547,3978.44752925797
"ES21",2010,22.6414131806474,7235.2,303,32000,5032116,10.7,0.11879433212365,0,83,0,0,0,17,0,0,34.5208463930124,3921.25635795941
"ES21",2011,22.5958394280007,7235.2,303.4,32100,5528954,12.4,0.11879433212365,0,83,0,0,0,17,0,0,34.4752726403657,3812.86879047705
"ES21",2012,22.6302758443611,7235.2,302.9,32600,5526693,15.6,0.11879433212365,0,83,0,0,0,17,0,0,34.5097090567261,3813.0141525941
"ES21",2013,22.6337228951905,7235.2,301.7,32500,5433851,16.6,0.11879433212365,0,83,0,0,0,17,0,0,34.5131561075555,3804.47700328888
"ES22",2009,25.5994950324264,10390.4,60.9,30600,2158576,10.8,0.127814357339278,9,25,0,0,0,65,0,0,38.3809307663542,4424.6570008138
"ES22",2010,25.6185004675938,10390.4,61.4,30600,2202709,11.9,0.127814357339278,9,25,0,0,0,65,0,0,38.3999362015216,4361.88592426666
"ES22",2011,27.8049529254303,10390.4,61.7,30800,2466202,13,0.127814357339278,9,25,0,0,0,65,0,0,40.5863886593581,4488.7411406936
"ES22",2012,28.6308416870148,10390.4,61.8,30700,2325110,16.2,0.127814357339278,9,25,0,0,0,65,0,0,41.4122774209426,4575.68621160052
"ES22",2013,28.7317057266537,10390.4,61.6,30900,2325219,17.9,0.127814357339278,9,25,0,0,0,65,0,0,41.5131414605815,4576.10400882711
"ES23",2009,33.5305568272115,5045.3,63.6,26400,1352576,12.6,0.0989423410586753,0,0,0,0,0,100,0,0,43.424790933079,5006.12677635632
"ES23",2010,33.53727495619,5045.3,63.7,26700,1358967,14.1,0.0989423410586753,0,0,0,0,0,100,0,0,43.4315090620575,4933.42715605715
"ES23",2011,33.3070884141759,5045.3,63.8,26500,1434782,17.2,0.0989423410586753,0,0,0,0,0,100,0,0,43.2013225200434,4777.94551655385
"ES23",2012,33.3274916149376,5045.3,63.6,26800,1366666,20.6,0.0989423410586753,0,0,0,0,0,100,0,0,43.2217257208051,4775.61406275748
"ES23",2013,33.3276601305835,5045.3,63,27100,1364335,20,0.0989423410586753,0,0,0,0,0,100,0,0,43.221894236451,4764.46437262121
"ES24",2009,38.2358704188065,47720.3,28.3,26900,5819572,13.1,0.0726625137445762,7,0,0,0,0,93,0,0,45.5021217932641,5245.60706904328
"ES24",2010,38.2583434513966,47720.3,28.3,27200,6088582,15,0.0726625137445762,7,0,0,0,0,93,0,0,45.5245948258542,5171.1827940737
"ES24",2011,38.2554585921583,47720.3,28.3,27200,6013092,17.1,0.0726625137445762,7,0,0,0,0,93,0,0,45.5217099666159,5034.57388231452
"ES24",2012,38.254631758593,47720.3,28.3,27200,5693780,18.7,0.0726625137445762,7,0,0,0,0,93,0,0,45.5208831330506,5029.6503902595
"ES24",2013,38.378261022615,47720.3,28.1,27400,5708560,21.4,0.0726625137445762,7,0,0,0,0,93,0,0,45.6445123970726,5031.51601666999
"ES30",2009,62.6924409634134,8027.7,797.7,33300,18280731,13.9,0.0945123348122273,0,0,0,0,0,100,0,0,72.1436744446361,8316.91696428896
"ES30",2010,62.7195522072596,8027.7,801.9,33000,20665848,15.8,0.0945123348122273,0,0,0,0,0,100,0,0,72.1707856884823,8197.9494076707
"ES30",2011,62.8254076106522,8027.7,805.2,33300,22279681,16.3,0.0945123348122273,0,0,0,0,0,100,0,0,72.2766410918749,7993.59448073091
"ES30",2012,62.8557356816739,8027.7,806.4,34200,20789463,18.5,0.0945123348122273,0,0,0,0,0,100,0,0,72.3069691628966,7989.27328816681
"ES30",2013,62.8555568247715,8027.7,803.5,34000,19750051,19.8,0.0945123348122273,0,0,0,0,0,100,0,0,72.3067903059942,7970.56983266057
"ES41",2009,35.8553013539024,94225.9,27.2,23100,9535530,14,0.122639887161693,0,7,0,0,0,93,0,0,48.1192900700717,5547.32127208799
"ES41",2010,35.8812455659209,94225.9,27.2,23200,9470106,15.8,0.122639887161693,0,7,0,0,0,93,0,0,48.1452342820902,5468.86376668637
"ES41",2011,35.8728235616491,94225.9,27.1,23400,9466969,16.9,0.122639887161693,0,7,0,0,0,93,0,0,48.1368122778184,5323.79688833112
"ES41",2012,35.8523209617881,94225.9,27,23700,8736512,19.8,0.122639887161693,0,7,0,0,0,93,0,0,48.1163096779574,5316.42180671742
"ES41",2013,35.8525677041304,94225.9,26.8,23800,8690150,21.7,0.122639887161693,0,7,0,0,0,93,0,0,48.1165564202997,5304.01600502737
"ES42",2009,37.4279683313933,79462,26.3,20000,4318046,18.9,0.145745276677308,0,0,0,0,0,100,0,0,52.0024959991241,5994.987703217
"ES42",2010,37.5022381212412,79462,26.5,20000,4350225,21.2,0.145745276677308,0,0,0,0,0,100,0,0,52.076765788972,5915.45023627533
"ES42",2011,36.9820010298405,79462,26.7,19900,4203769,23.1,0.145745276677308,0,0,0,0,0,100,0,0,51.5565286975713,5702.00796573653
"ES42",2012,36.9805536431233,79462,26.6,20100,3777847,28.6,0.145745276677308,0,0,0,0,0,100,0,0,51.5550813108541,5696.3753114607
"ES42",2013,36.9805144733778,79462,26.4,20300,3754592,30,0.145745276677308,0,0,0,0,0,100,0,0,51.5550421411086,5683.04943245972
"ES43",2009,37.6946070158173,41634.5,27,17200,2703638,20.6,0.095755593489713,0,0,0,0,0,100,0,0,47.2701663647886,5449.43200593107
"ES43",2010,37.7420632418998,41634.5,27,17400,2656021,23,0.095755593489713,0,0,0,0,0,100,0,0,47.3176225908711,5374.85455355273
"ES43",2011,37.7783161483571,41634.5,27.1,17200,2884548,25.1,0.095755593489713,0,0,0,0,0,100,0,0,47.3538754973284,5237.20626883442
"ES43",2012,39.3807758511542,41634.5,27.1,17100,2705020,33.1,0.095755593489713,0,0,0,0,0,100,0,0,48.9563352001255,5409.23711267384
"ES43",2013,39.3806574422772,41634.5,27,17200,2613185,33.9,0.095755593489713,0,0,0,0,0,100,0,0,48.9562167912485,5396.57400122721
"ES51",2009,29.9107258158017,32113.4,232.8,28800,60954363,16.2,0.116461269337266,16,0,0,0,0,84,0,0,41.5568527495283,4790.78583501103
"ES51",2010,30.1204090145171,32113.4,233.8,28900,65106850,17.7,0.116461269337266,16,0,0,0,0,84,0,0,41.7665359482437,4744.30124836516
"ES51",2011,31.9143842553229,32113.4,234.6,28700,69301704,19.2,0.116461269337266,16,0,0,0,0,84,0,0,43.5605111890495,4817.67077935982
"ES51",2012,31.914427657261,32113.4,234.4,29200,69692113,22.5,0.116461269337266,16,0,0,0,0,84,0,0,43.5605545909876,4813.05162200174
"ES51",2013,31.9143573103228,32113.4,232.9,29400,70521899,23.1,0.116461269337266,16,0,0,0,0,84,0,0,43.5604842440494,4801.78804981367
"ES52",2009,56.6980537260175,23254.5,216.3,21900,35821372,20.8,0.0551567509500104,0,0,0,0,0,100,0,0,62.2137288210185,7172.16610640314
"ES52",2010,56.7605494738931,23254.5,216.7,21800,36491056,22.9,0.0551567509500104,0,0,0,0,0,100,0,0,62.2762245688941,7074.01663216214
"ES52",2011,57.2052996476209,23254.5,217.1,21700,37740672,24,0.0551567509500104,0,0,0,0,0,100,0,0,62.7209747426219,6936.7644920213
"ES52",2012,57.2053208157917,23254.5,216.9,21700,37417806,27.2,0.0551567509500104,0,0,0,0,0,100,0,0,62.7209959107927,6930.1089927919
"ES52",2013,57.2051024826448,23254.5,215.7,21900,39034198,28,0.0551567509500104,0,0,0,0,0,100,0,0,62.7207775776458,6913.87815066594
"ES53",2009,23.4518236468211,4991.7,215.7,25700,55358331,17.9,0.0927189910033707,0,0,0,0,0,100,0,0,32.7237227471582,3772.47883401596
"ES53",2010,23.5104858370562,4991.7,217.9,25600,58211928,20.1,0.0927189910033707,0,0,0,0,0,100,0,0,32.7823849373933,3723.78283838505
"ES53",2011,25.8888750738391,4991.7,219.6,25600,64271326,21.9,0.0927189910033707,0,0,0,0,0,100,0,0,35.1607741741762,3888.68334403709
"ES53",2012,26.3626634110253,4991.7,221.5,26200,64651179,23.2,0.0927189910033707,0,0,0,0,0,100,0,0,35.6345625113624,3937.30039722955
"ES53",2013,26.3716819831215,4991.7,223,26200,65286846,22.3,0.0927189910033707,0,0,0,0,0,100,0,0,35.6435810834586,3929.08675533139
"ES61",2009,29.5252220723675,87597.7,95.3,18800,50198859,25.2,0.0663227894923672,0,0,0,0,0,100,0,0,36.1575010216042,4168.33403548984
"ES61",2010,29.5355958613142,87597.7,96,18700,50620618,27.8,0.0663227894923672,0,0,0,0,0,100,0,0,36.1678748105509,4108.34391023101
"ES61",2011,29.5669734607708,87597.7,96.6,18700,52160794,30.1,0.0663227894923672,0,0,0,0,0,100,0,0,36.1992524100075,4003.53613421792
"ES61",2012,29.559377417446,87597.7,96.9,18700,51496216,34.4,0.0663227894923672,0,0,0,0,0,100,0,0,36.1916563666827,3998.85428489543
"ES61",2013,29.5638982187057,87597.7,97,18700,53815982,36.2,0.0663227894923672,0,0,0,0,0,100,0,0,36.1961771679424,3990.00089163856
"ES62",2009,30.049802962645,11313.2,128.2,20300,4556905,20.3,0.0977217658523955,0,0,0,0,0,100,0,0,39.8219795478846,4590.78498292366
"ES62",2010,30.0965405200428,11313.2,129,20400,4634742,22.9,0.0977217658523955,0,0,0,0,0,100,0,0,39.8687171052824,4528.72616890466
"ES62",2011,30.0762275802029,11313.2,129.4,20100,4573452,25,0.0977217658523955,0,0,0,0,0,100,0,0,39.8484041654425,4407.12211844365
"ES62",2012,30.2049910371203,11313.2,129.5,20400,4351830,27.6,0.0977217658523955,0,0,0,0,0,100,0,0,39.9771676223599,4417.11941628134
"ES62",2013,30.2048843888744,11313.2,129.5,20400,4542751,29,0.0977217658523955,0,0,0,0,0,100,0,0,39.977060974114,4406.77777080487
"ES63",2009,31.7669488703061,19.5,4055.6,21300,10608492.1984508,18.5,0,0,0,0,0,0,100,0,0,31.7669488703061,3662.17936634072
"ES63",2010,31.7681411978914,19.5,4177.4,21000,8644653.42563356,23.9,0,0,0,0,0,0,100,0,0,31.7681411978914,3608.57391022716
"ES63",2011,33.8046712380942,19.5,4295.6,20500,1336612.83834231,27.7,0,0,0,0,0,0,100,0,0,33.8046712380942,3738.70214981711
"ES63",2012,33.8038641726838,19.5,4371.3,20300,148704,37,0,0,0,0,0,0,100,0,0,33.8038641726838,3735.02460687045
"ES63",2013,33.8051551922706,19.5,4392.9,20500,155531,34.8,0,0,0,0,0,0,100,0,0,33.8051551922706,3726.43217910315
"ES64",2009,3.81156890643711,13.4,5571,20000,10127638.4796226,23.5,0.11380327598942,0,0,0,0,0,100,0,0,15.1918965053791,1751.36271804775
"ES64",2010,3.79881868214401,13.4,5776.1,19600,11762711.503188,22.8,0.0822364959978342,0,0,0,0,0,100,0,0,12.0224682819274,1365.64380989267
"ES64",2011,3.79881886698076,13.4,5990.2,19100,1957132.47095018,22.4,0.0211586449978063,0,0,0,0,0,100,0,0,5.91468336676139,654.14744793847
"ES64",2012,4.08894897844877,13.4,6167.5,18700,129259,26.9,0.0125697078240486,0,0,0,0,0,100,0,0,5.34591976085363,590.676312954728
